artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Bodyrockers;I Like The Way - Radio Edit;200053;2005;127.988;rock, Dance/Electronic;0.851;6;-3.638
Ariana Grande;Into You;244453;2016;107.853;pop;0.734;9;-5.948
Adele;Someone Like You;285240;2011;135.047;pop, R&B;0.321;9;-8.251
Destiny's Child;Survivor;254026;2001;161.109;pop, R&B;0.911;1;-2.027
Blanco Brown;The Git Up;200593;2019;97.984;hip hop, country;0.678;9;-8.635
Robbie Williams;Radio;233600;2004;130.015;pop, rock;0.874;5;-5.409
Ashanti;Happy;262226;2002;89.488;hip hop, pop, R&B;0.515;2;-6.553
Twista;Overnight Celebrity;233360;2004;134.199;hip hop, pop, R&B;0.792;10;-5.435
D12;Purple Pills;304506;2001;125.25;hip hop, pop, rock;0.634;1;-5.941
Illy;Papercuts (feat. Vera Blue);255889;2016;191.863;hip hop, pop, Dance/Electronic;0.618;6;-6.304
Kanye West;Good Life;207000;2007;82.962;hip hop;0.808;1;-6.881
Calvin Harris;Acceptable in the 80's;333680;2007;127.99;hip hop, pop, Dance/Electronic;0.808;7;-5.454
Meck;Thunder in My Heart Again (Radio Edit);189800;2005;129.016;set();0.922;2;-4.67
Cashmere Cat;Miss You (with Major Lazer & Tory Lanez);186231;2018;100.028;pop, rock;0.641;1;-4.502
Justin Bieber;Love Yourself;233720;2015;100.418;pop;0.378;4;-9.828
Usher;U Don't Have to Call;269400;2001;100.005;hip hop, pop, R&B;0.568;1;-4.958
James Morrison;I Won't Let You Go;229303;2011;105.955;pop, R&B;0.611;0;-6.427
Mark Ronson;Nothing Breaks Like a Heart (feat. Miley Cyrus);217466;2018;114.066;pop;0.794;7;-5.844
Sammie;I Like It;251040;2000;129.963;hip hop, pop, R&B;0.656;9;-8.529
D4L;Laffy Taffy;224253;2005;77.499;hip hop, pop;0.439;7;-7.994
Tyga;Rack City;203200;2012;98.986;hip hop, pop;0.339;1;-10.881
Owl City;Good Time;205933;2012;126.05;rock, pop;0.872;3;-4.269
Ariana Grande;Break Free;214840;2014;129.956;pop;0.702;7;-5.324
Twenty One Pilots;Heathens;195920;2016;90.024;rock;0.396;4;-9.348
Selena Gomez;Same Old Love;229080;2015;98.02;pop;0.593;11;-4.01
Marshmello;Happier;214289;2018;100.015;pop, Dance/Electronic;0.792;5;-2.749
Lil Wayne;Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors);243490;2016;169.021;hip hop, pop;0.786;9;-4.378
Usher;More - RedOne Jimmy Joker Remix;219986;2010;125.083;hip hop, pop, R&B;0.893;7;-2.628
Taylor Swift;Blank Space;231826;2014;95.997;pop;0.703;5;-5.412
Jessie J;Domino;231840;2011;126.986;hip hop, pop;0.557;7;-4.568
P!nk;True Love (feat. Lily Allen);230733;2012;192.205;pop;0.823;9;-4.76
Twista;Slow Jamz;316053;2004;145.115;hip hop, pop, R&B;0.733;2;-5.659
Jonas Brothers;Sucker;181026;2019;137.958;pop;0.734;1;-5.065
B.o.B;Nothin' on You (feat. Bruno Mars);268320;2010;103.993;hip hop, pop;0.853;10;-5.814
Charlie Puth;Attention;211475;2017;100.041;pop;0.626;3;-4.432
Kevin Gates;2 Phones;240000;2016;121.918;hip hop, pop;0.681;7;-5.267
One Direction;Perfect;230333;2015;99.933;pop;0.823;2;-5.231
Loud Luxury;Body (feat. brando);163216;2017;121.958;pop, Dance/Electronic;0.764;1;-4.399
Post Malone;Better Now;231266;2018;145.038;hip hop;0.578;10;-5.804
Disturbing Tha Peace;Move Bitch;272293;2002;177.894;hip hop, pop;0.751;1;-5.692
Flo Rida;Low (feat. T-Pain);231400;2008;128.008;hip hop, pop;0.609;10;-5.64
John Legend;All of Me;269560;2013;119.93;pop, R&B;0.264;8;-7.064
Nelly;Ride Wit Me;291781;2000;101.875;hip hop, pop, R&B;0.7;7;-6.49
Olly Murs;Dear Darlin';206373;2012;124.021;pop, Dance/Electronic;0.828;11;-4.672
Martin Solveig;Intoxicated - New Radio Mix;159693;2015;125.004;pop, Dance/Electronic;0.677;0;-4.023
Guru Josh Project;Infinity 2008;190013;2011;127.999;hip hop;0.849;7;-6.139
Lana Del Rey;Ride;289080;2012;93.763;pop;0.686;0;-5.52
Avicii;Without You (feat. Sandro Cavazza);181672;2017;133.993;pop, Dance/Electronic;0.858;2;-4.844
Alicia Keys;No One;253813;2007;90.04;pop, R&B;0.549;1;-5.415
3 Doors Down;Here Without You;238733;2002;143.994;pop, rock, metal;0.533;10;-6.817
Mark Ronson;Valerie (feat. Amy Winehouse) - Version Revisited;219413;2007;105.828;pop;0.844;1;-4.789
Alesha Dixon;The Boy Does Nothing;210680;2008;87.0;pop;0.972;3;-2.423
Eminem;'Till I Collapse;297786;2002;171.447;hip hop;0.847;1;-3.237
Liam Payne;Strip That Down;204502;2017;106.028;pop;0.485;6;-5.595
Robbie Williams;Tripping;276603;2005;118.014;pop, rock;0.922;2;-4.458
Avicii;Hey Brother;255093;2013;125.014;pop, Dance/Electronic;0.78;7;-4.867
Nelly;Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster;293666;2016;87.025;hip hop, pop, R&B;0.808;1;-4.749
Jason Derulo;It Girl;192200;2011;91.993;hip hop, pop;0.718;1;-4.736
Jeremih;oui;238320;2015;78.521;hip hop, pop, R&B;0.724;5;-3.724
B.o.B;Airplanes (feat. Hayley Williams of Paramore);180480;2010;93.033;hip hop, pop;0.867;6;-4.285
JAY-Z;Izzo (H.O.V.A.);240626;2001;84.411;hip hop;0.844;1;-4.051
Dua Lipa;IDGAF;217946;2017;97.028;pop;0.544;7;-5.975
The Chainsmokers;Paris;221506;2017;99.99;pop, Dance/Electronic;0.658;2;-6.428
Katy Perry;Chained To The Rhythm;237733;2017;95.029;pop;0.8;0;-5.404
Jordin Sparks;One Step At a Time;205160;2007;102.028;pop, R&B;0.692;1;-4.672
Fabolous;Make Me Better;253573;2007;86.491;hip hop, pop, R&B;0.599;11;-6.886
Taylor Swift;Wildest Dreams;220440;2014;140.06;pop;0.664;8;-7.417
Nickelback;If Today Was Your Last Day;249066;2008;89.956;rock, metal;0.911;3;-5.749
DJ Sammy;Heaven;233600;2002;137.965;pop;0.953;8;-5.601
The Chainsmokers;Something Just Like This;247160;2017;103.019;pop, Dance/Electronic;0.635;11;-6.769
Ariana Grande;The Way;227026;2013;82.324;pop;0.878;5;-3.208
Doja Cat;Juicy;202333;2019;170.037;pop;0.658;0;-2.61
Ludacris;Rollout (My Business);296586;2001;131.059;hip hop, pop;0.668;7;-8.73
Drake;Nonstop;238614;2018;154.983;hip hop, pop, R&B;0.412;7;-8.074
OneRepublic;Stop And Stare;223853;2007;92.474;pop;0.859;4;-4.274
Rihanna;Umbrella;275986;2008;174.028;hip hop, pop, R&B;0.829;1;-4.603
Ludacris;Southern Hospitality (Featuring Pharrell);300933;2000;95.158;hip hop, pop;0.896;0;-4.719
The Chainsmokers;Sick Boy;193200;2018;89.996;pop, Dance/Electronic;0.577;11;-7.518
Will Smith;Switch;197666;2020;102.516;hip hop, pop;0.9;5;-4.325
Taylor Swift;I Knew You Were Trouble.;219720;2012;77.019;pop;0.469;3;-6.798
Atomic Kitten;Whole Again;185013;2001;94.019;pop;0.706;4;-4.653
Kanye West;Love Lockdown;270306;2008;119.603;hip hop;0.524;1;-7.67
Coldplay;Hymn for the Weekend;258266;2015;90.027;rock, pop;0.693;0;-6.487
Westlife;The Rose;219106;2006;109.581;pop;0.203;9;-9.706
X Ambassadors;Renegades;195200;2015;90.052;hip hop, rock, pop;0.862;2;-6.003
Avicii;SOS (feat. Aloe Blacc);157202;2019;100.001;pop, Dance/Electronic;0.645;5;-6.181
Ashley O;On A Roll;154447;2019;125.011;set();0.81;5;-6.354
Camila Cabello;Liar;207038;2019;98.016;pop;0.498;11;-6.684
Scissor Sisters;I Don't Feel Like Dancin';288360;2006;108.023;pop, rock, Dance/Electronic;0.923;7;-3.409
Coldplay;Paradise;278719;2011;139.631;rock, pop;0.585;5;-6.761
Childish Gambino;3005;235662;2013;82.92;hip hop;0.463;6;-6.542
Armin van Buuren;This Is What It Feels Like;204360;2013;129.885;pop, Dance/Electronic;0.833;8;-5.217
Post Malone;Congratulations;220293;2016;123.146;hip hop;0.804;6;-4.183
Evanescence;Call Me When You're Sober;214706;2006;93.41;metal;0.883;7;-4.094
Lady Gaga;Just Dance;241933;2008;118.992;pop;0.739;1;-4.541
Tinie Tempah;Pass Out;268053;2010;91.1;hip hop, pop, Dance/Electronic;0.891;1;-3.261
NF;Let You Down;212120;2017;147.997;hip hop, pop;0.714;5;-5.68
Blake Shelton;Honey Bee;210720;2011;205.57;country;0.849;4;-5.131
will.i.am;Heartbreaker;327880;2007;120.051;hip hop, pop;0.549;9;-8.793
Justin Bieber;Baby;214240;2010;65.043;pop;0.859;5;-5.237
Samantha Mumba;Gotta Tell You;201946;2018;109.981;pop;0.632;0;-8.75
Olly Murs;Up (feat. Demi Lovato);224293;2014;114.948;pop, Dance/Electronic;0.845;9;-4.676
Taylor Swift;Cruel Summer;178426;2019;169.994;pop;0.702;9;-5.707
Sam Smith;Stay With Me;172723;2014;84.094;pop;0.42;0;-6.444
Montell Jordan;Get It On Tonite;276266;1999;99.008;hip hop, pop, R&B;0.491;10;-9.923
Dua Lipa;New Rules;212000;2017;116.01;pop;0.72;9;-5.181
Kesha;C'Mon;214333;2012;126.025;pop, Dance/Electronic;0.781;1;-5.448
Tove Lo;Talking Body;238426;2014;119.999;pop, Dance/Electronic;0.761;4;-5.449
Philip George;Wish You Were Mine - Radio Edit;177560;2014;123.002;pop, Dance/Electronic;0.832;7;-4.164
Nickelback;Photograph;258920;2005;145.916;rock, metal;0.876;8;-3.756
Eminem;The Real Slim Shady;284200;2000;104.504;hip hop;0.661;5;-4.244
The Pussycat Dolls;I Hate This Part;218400;2008;111.572;pop, R&B;0.612;5;-4.371
Kesha;Take It Off;215200;2010;125.036;pop, Dance/Electronic;0.675;5;-5.292
Big Sean;I Don't Fuck With You;284386;2015;97.972;hip hop, pop;0.733;1;-5.474
*NSYNC;Gone;292000;2001;113.922;pop;0.403;11;-8.564
T.I.;Live Your Life;338853;2008;159.841;hip hop, pop;0.862;11;-3.363
Destiny's Child;Soldier (feat. T.I. & Lil' Wayne);325573;2004;77.49;pop, R&B;0.417;7;-6.799
